X34	X70	X76	X83	X9	X79	X91	X15	X19	X51	X85	X46	X97	X52	X13	X96	X29	X16	X69	X94	X4	X48	X71	X88	X89	X50	X35	X41	X86	X17	X38	X65	X60	X31	X90	X18	X5	X21	X93	X28	X66	X6	X95	X64	X25	X68	X26	X14	X20	X1	X7	X62	X67	X81	X99	X45	X92	X32	X98	X49	X11	X59	X12	X10	X80	X77	X55	X42	X43	X73	X78	X84	X24	X57	X37	X47	X53	X61	X30	X3	X8	X72	X36	X63	X54	X2	X87	X33	X75	X23	X58	X74	X39	X44	X100	X56	X40	X22	X27	X82
0.801	-0.064	2.069	0.567	-2.442	-1.748	0.808	0.241	-1.462	0.635	-1.370	3.726	-6.389	1.641	-1.333	2.277	0.003	0.177	-0.865	10.298	1.510	1.350	0.292	-4.329	-0.571	-2.939	-1.258	-1.230	-3.656	-0.684	-0.859	1.080	1.359	1.089	1.048	-1.502	-0.363	3.346	-2.370	-1.153	-1.371	-0.058	-2.612	-1.077	0.651	-2.422	-0.431	0.298	0.066	-1.416	0.216	-1.666	1.742	4.744	-2.067	4.304	7.209	0.502	-2.434	-0.001	0.639	-0.061	-0.760	0.441	-0.611	3.994	0.603	1.967	-2.475	-1.170	0.394	0.850	2.136	-1.402	0.982	0.426	4.218	-0.575	-0.717	-0.606	-1.650	-0.116	-1.941	-1.420	2.615	-1.883	1.452	0.276	-1.700	0.440	0.523	2.243	-0.885	-1.850	-4.704	1.458	-8.407	0.601	-0.642	1.455
2.318	-4.855	2.461	1.148	2.928	3.774	-0.590	1.919	-2.546	-2.157	0.459	-9.085	0.994	2.635	-0.822	7.323	2.613	0.198	1.085	2.544	1.809	-0.854	0.559	-2.202	1.739	4.748	-0.896	0.846	-1.611	3.026	5.692	1.858	-7.392	-1.760	-4.094	-0.505	-3.532	-2.324	-2.048	1.053	0.821	-0.750	0.270	0.642	-2.221	0.384	-2.797	1.000	0.223	2.329	1.414	1.210	2.281	-0.810	-11.035	5.837	2.932	-1.002	1.993	-2.751	-1.792	2.289	0.354	-1.155	-4.700	-2.093	-0.458	1.945	5.624	-6.169	2.627	-1.802	1.041	5.116	-1.541	1.495	-7.714	-2.584	-1.242	-1.651	1.522	0.584	-3.006	-0.843	-1.338	2.178	-6.577	-1.506	-1.018	-1.828	2.432	0.436	1.190	-2.188	-1.919	-5.724	-4.845	-1.104	-1.220	-6.392
-1.165	3.395	-9.673	-2.260	-0.451	-1.511	-1.943	-0.804	3.996	-5.048	-3.187	1.886	2.738	-1.328	-0.652	-1.453	-2.056	-1.774	-0.207	-4.554	0.143	-1.459	-6.029	3.528	-0.359	-0.180	1.195	0.975	1.787	0.144	-2.714	-0.731	-0.812	0.199	-2.867	0.364	0.008	0.724	2.488	-1.239	-1.318	0.017	1.900	-1.201	1.179	1.489	3.883	0.827	-0.055	-1.850	1.290	-1.778	-1.501	-3.341	3.783	-0.853	-4.082	1.705	-0.559	0.756	0.877	-1.227	-1.001	1.497	-0.750	-2.263	3.661	-0.392	-1.661	1.964	-7.883	-0.410	-1.868	2.716	0.059	-1.562	9.396	1.415	2.319	-2.344	1.371	1.542	0.353	4.932	0.177	-1.228	1.249	0.926	4.535	3.565	1.033	1.928	1.460	6.195	-2.750	-1.049	5.677	0.780	-1.564	6.208
1.080	3.420	-0.819	0.795	0.623	2.439	1.948	-0.463	0.838	2.100	1.313	0.070	-2.627	0.181	0.166	-2.866	-1.159	1.328	0.424	-1.082	0.514	0.686	-0.217	1.087	0.315	0.184	0.977	0.399	0.686	-3.359	-2.208	0.699	9.794	3.402	-4.100	0.297	1.846	1.314	0.875	3.961	-2.756	-1.104	1.620	1.133	2.470	3.629	0.108	-0.076	-0.027	-1.388	3.427	0.269	-2.710	1.020	-1.900	0.293	5.040	0.658	3.735	2.500	2.081	-3.271	-0.846	-0.693	3.297	-3.811	1.829	-1.991	-2.553	3.312	-2.542	1.650	0.530	-3.827	-1.533	2.100	0.217	-2.269	-2.602	0.261	-2.620	-1.676	0.031	-1.103	-0.792	2.740	3.267	-0.176	1.088	0.485	-0.932	-2.623	-1.274	0.076	-0.273	5.176	-2.343	-0.075	-1.322	2.804
-0.145	9.115	0.281	4.525	-3.000	-1.375	0.659	0.082	-0.416	5.548	1.555	-1.228	-2.329	-1.659	2.335	-2.437	5.121	-1.196	-4.217	0.044	1.217	0.721	-1.223	0.501	-2.516	-0.081	0.656	3.408	3.154	-0.257	-0.663	-0.079	4.233	0.462	5.486	2.416	2.460	2.136	1.664	-1.261	-2.269	-0.567	1.381	-3.457	-5.703	3.337	2.599	3.842	1.550	-2.908	0.450	-4.567	-3.737	-6.113	1.330	-0.207	5.381	-1.324	3.681	0.713	1.924	-4.333	0.398	3.235	6.939	4.626	-0.526	1.835	-6.208	4.475	-5.345	-1.134	0.254	-9.432	1.699	-0.609	1.758	-4.643	-2.436	0.723	2.788	-1.541	-2.013	-4.506	0.660	0.789	6.287	-2.881	1.017	-1.415	2.062	1.947	-3.419	1.776	0.075	4.211	-3.717	-0.749	0.421	7.244
1.431	-4.604	7.378	-5.556	0.441	-0.380	0.456	-1.947	2.354	-0.983	2.724	3.140	3.645	0.370	-0.677	-0.072	-0.090	-0.624	-2.334	-5.116	-0.826	-0.107	0.825	-6.467	2.880	-1.703	-3.057	-7.162	-4.204	0.940	-0.667	-0.019	-2.589	0.222	4.675	-0.005	1.878	-2.312	-5.097	0.485	1.367	0.109	3.115	4.310	-0.960	-0.019	1.676	-1.539	-2.093	-0.988	1.695	2.359	2.141	5.618	2.199	-2.973	-2.042	0.052	1.360	-0.737	0.935	2.017	-1.907	-2.387	-0.748	-2.337	0.124	-2.116	3.569	-0.935	-0.394	-0.184	2.142	3.076	-0.977	-2.722	2.528	6.035	5.120	0.500	-0.923	-0.050	0.299	-1.099	-0.710	1.597	-0.247	6.059	-1.971	0.500	-1.958	-0.306	-0.497	-2.638	3.151	-1.595	0.074	0.894	-1.839	3.356
-0.700	-1.323	2.248	2.200	1.002	-3.388	1.607	2.683	-1.310	1.940	-0.504	-0.244	-4.833	-1.950	3.491	-2.756	-2.930	-2.520	1.712	3.653	-1.960	-2.937	0.364	-0.970	-1.187	4.231	1.790	2.578	-0.098	0.049	2.303	0.319	-2.594	0.443	-0.396	-0.002	1.007	0.447	3.393	-0.708	6.519	-0.764	2.614	-3.682	2.396	-1.324	0.125	3.699	4.991	1.585	1.165	3.008	0.913	-0.629	2.546	-3.181	-5.369	-1.343	-3.770	-1.686	-1.233	0.173	0.978	0.344	1.606	3.141	0.132	1.770	2.695	-1.848	0.949	0.391	0.630	-6.243	1.399	1.961	-0.728	-1.477	0.981	0.136	-1.487	-1.526	1.765	1.461	-1.489	-0.362	-1.887	0.073	-1.987	0.129	-1.779	0.965	-4.009	-1.991	2.208	-3.468	5.514	1.191	-1.011	0.145
0.476	-2.067	-1.360	-6.509	1.348	-2.336	-1.636	-1.127	-0.913	-1.061	-0.742	0.344	1.088	0.103	2.582	-0.074	1.596	-0.321	-1.558	-3.357	0.496	-7.186	-1.476	0.867	-1.273	0.356	0.921	-1.832	-4.803	-0.699	1.637	-0.321	-0.843	0.337	4.040	1.468	1.022	0.513	0.150	-1.694	1.334	0.249	-1.037	-1.167	-1.166	1.235	1.325	0.901	-0.105	-0.201	-0.322	1.498	-2.870	-0.420	-2.430	0.891	-3.314	-0.186	2.631	-0.039	0.801	-1.311	-0.487	2.158	-0.228	2.656	0.347	0.443	1.096	-2.678	-2.166	0.036	1.007	-1.785	-0.324	0.656	3.252	6.785	1.197	-0.334	1.401	1.147	1.540	1.354	-0.735	-0.324	-3.794	1.644	-1.957	-1.325	2.756	4.025	0.079	-1.947	0.826	-0.457	1.473	0.466	-1.231	0.566
2.547	0.663	-4.187	0.094	0.175	0.778	-0.880	-0.214	0.065	-2.556	-0.534	0.916	-3.025	0.025	-1.681	3.083	0.368	1.654	-1.264	2.280	0.875	-1.645	-2.365	2.363	1.908	1.259	-0.910	1.575	1.312	0.540	2.514	0.353	-3.729	-0.999	0.509	2.095	-1.785	-1.194	0.904	-0.092	-0.780	-2.059	3.181	-2.564	-0.132	-1.803	0.795	2.203	-0.962	-1.734	0.615	0.444	1.605	1.132	-3.386	0.961	1.894	-0.599	-1.327	-0.490	-0.589	1.201	-1.164	-0.496	1.391	1.743	0.420	-0.038	1.938	-4.696	-0.082	-2.751	0.788	3.222	1.950	0.437	-0.081	-0.739	-1.988	-0.810	-0.636	-2.501	1.466	0.327	-0.850	-0.474	-3.891	-1.291	2.942	0.447	-0.554	-1.349	0.736	-0.214	1.061	-3.367	-2.418	0.750	-0.428	-0.152
2.022	-3.738	-1.072	-3.115	-0.331	-2.167	0.328	2.869	2.761	-1.811	-2.215	4.067	-3.416	-5.400	0.314	-8.764	-3.982	0.374	2.026	4.267	-2.631	0.336	2.538	-4.445	-1.188	-2.986	0.710	-3.449	-2.833	-1.741	-1.063	1.618	4.612	-0.263	0.931	3.059	-1.954	0.625	-2.234	1.738	-1.080	-2.982	-0.872	5.158	4.525	0.038	3.286	-0.602	2.469	-0.109	0.048	1.479	2.327	4.338	4.431	-4.076	-6.948	2.109	-0.892	-1.250	-1.321	2.545	0.204	-1.021	0.439	-3.316	-0.140	-3.926	-1.959	0.624	6.825	-3.729	0.369	0.199	-0.547	-0.180	5.277	4.851	1.958	-0.739	-0.318	-2.922	2.070	-0.919	-2.433	-0.648	3.117	4.994	1.666	2.104	-1.019	-0.029	1.075	1.177	-0.069	1.174	5.702	0.191	0.483	-0.370
