start,mis_link,silence,code_dev,file,mail_dev,thread,commit,churn,mis_link2,silence2,code_dev2,file2,mail_dev2,thread2,commit2,churn2,b_100433,b_100740,b_100742,b_102939,b_103864,b_104180,b_113207,b_114109,b_114576,b_114577,b_114619,b_120027,b_120884,b_122110,b_122333,b_130166,b_134353,b_136450,b_140076,b_140160,b_140195,b_140221,b_140224,b_142970,b_143470,b_143505,b_143506,b_143507,b_143508,b_143509,b_143510,b_143511,b_143513,b_143567,b_143568,b_143569,b_143570,b_143571,b_143572,b_148275,b_150204,b_150205,b_150206,b_150207,b_150208,b_150209,b_150285,b_150286,b_150287,b_150288,b_150289,b_150290,b_150291,b_151787,b_151788,b_151789,b_151790,b_151791,b_151793,b_151794,b_160701,b_160702,b_160705,b_160797,b_160798,b_160799,b_162105,b_162106,b_162107,b_162108,b_162109,b_162176,b_162178,b_162179,b_162180,b_162181,b_162182,b_166302,b_166303,b_166304,b_167053,b_173731,b_173733,b_180732,b_180734,b_180735,b_180737,b_180739,b_191547,b_191549,b_201967,b_62937,b_62940,b_63738,b_64339,b_80891,b_81672,b_93245,nv-start,nv-mis_link,nv-silence,nv-code_dev,nv-file,nv-mail_dev,nv-thread,nv-commit,nv-churn,nv-mis_link2,nv-silence2,nv-code_dev2,nv-file2,nv-mail_dev2,nv-thread2,nv-commit2,nv-churn2,nv-b_100433,nv-b_100740,nv-b_100742,nv-b_102939,nv-b_103864,nv-b_104180
1015182575,0.162006704458752,1.45233488705008,-0.834315468597164,0.180391154376278,0.889333514049682,0.48549705492062,0.530305960171555,0.306018453234046,0.501027952102924,1.85242691524278,0.186893058487056,0.866428199746859,1.99552464103721,1.71017826364797,0.750365175284704,1.27108453031658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1145635360,0.162006704458752,0.83357822429421,0.200190935852441,0.180391154376278,-0.788659655003797,-1.18193400642177,-0.700952910318484,1.24326010133354,0.915829699359456,-1.52487547435558,0.989894838711393,1.23725780824333,-1.05496721532152,-0.568053988673406,-0.170651508753766,0.456811501326607,0,0,0,0,0,0
1022958575,0.537004765311955,1.84198517687388,0.200190935852441,0.842453220275351,2.01281731118737,1.7622316641412,0.736224586147412,1.24326010133354,1.00814247094678,0.551084595992265,0.630150614583988,1.19221085601869,1.46164646075521,1.38889709516394,0.696601302553602,1.49558156035252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1287486056,0.468596984649015,-0.503127189581454,-0.834315468597164,0.899783639813371,-0.788659655003797,-1.18193400642177,-0.35824153395684,-1.9641210675506,-1.11255317094954,1.29576804982471,0.630150614583988,0.924927937078541,-0.148252053837322,-0.357958439466216,0.750365175284704,-0.682956526610599,0,1,0,0,0,0
1030734575,1.06622132324096,0.560322022113688,0.674694407110818,1.14881684591325,1.48508444740658,1.41689005915055,0.682625210818849,1.44173437731263,0.74967216215667,-0.0480219770641999,0.989894838711393,0.955920825772346,1.58914729263624,1.89619440775066,0.696601302553602,-0.174437311146517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1290601344,-0.697269980086421,-1.27051903827373,-0.834315468597164,0.842453220275351,-0.28712530944809,0.165517263172731,1.23562800299453,-1.9641210675506,-1.11255317094954,1.03853573885544,-0.282970734471837,-0.0424160777230585,-1.3895518767209,-0.172273713790607,-2.00065415530136,0.211343016596787,0,0,0,0,0,0
1038510575,0.79437129945109,-0.0282730004497401,1.0540722540717,0.930102074475665,1.61737576966318,1.96896050956157,0.682625210818849,-0.185808903881279,-0.283801283711419,0.634969862352719,-0.282970734471837,0.456223787247723,1.37784957616448,0.968229623340483,0.542808192707417,0.197746061825825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,945341799,-1.64497566229492,0.83357822429421,0.674694407110818,-0.124309769497432,-0.788659655003797,0.303512180890499,1.56788682706536,-0.0862413549722168,0.132641040040141,-0.0480219770641999,-0.826228822754716,-1.79358197451598,0.983601168945151,0.29906095320595,-2.00065415530136,-0.0750062426746244,0,0,0,0,0,0
1046286575,-0.251538941158789,0.643679322947198,-0.291007077809679,0.436909939737341,1.40143403246991,1.00600463813907,0.530305960171555,0.184724952523796,-0.740349013679014,-0.721879785534019,-0.282970734471837,-1.38108257372157,-0.484604391913718,-0.297115278927472,-0.850643235928126,-2.10897739703972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1217501567,-0.251538941158789,0.680307949250674,1.85904970754698,-1.383028839529,-1.25040791126974,-0.323893491857127,-0.642709369021284,-0.874015839300415,1.12065283645403,-0.263090650707373,1.5440232950894,0.603724826067644,2.65334627835628,0.136406327838197,-0.801904655117824,-0.634004917364224,0,0,0,0,0,0
1054062575,-0.697269980086421,-0.691262270590666,-0.291007077809679,-1.383028839529,-0.448011069012931,-0.265570225247601,-0.852886103241323,-2.10897739703972,0.132641040040141,0.0306742117017345,-0.282970734471837,-0.190689218434021,0.383832704345526,0.448011069012931,-0.577062881068873,-1.52645131079599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1303037567,-0.251538941158789,0.721879785534019,1.74329064580355,-0.201549679765865,0.552621110847402,1.67576156608999,1.03457820410168,0.427890786397545,-0.513353104459887,1.96896050956157,-1.56454576957411,-0.865294057751061,-0.0750062426746244,1.6301119676434,-1.00174175975943,0.17768413592459,0,0,0,0,0,0
1061838575,0.162006704458752,0.0504249258725847,-0.291007077809679,-0.201549679765865,0.412545227578798,0.480443366519979,-0.578308899715749,-1.52961361190531,-0.283801283711419,-1.00046619664186,0.186893058487056,0.0173358757482367,-0.835053135239118,0.136406327838197,-0.801904655117824,-1.14194137372298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1054205567,0.969055065742703,-1.80319370869728,-0.291007077809679,2.34952069195301,-0.561557032224297,-0.780490852932998,1.50088813759419,0.0176026069765384,0.327535986113156,-1.00046619664186,0.630150614583988,1.02019450669178,-0.545869465306546,-0.172273713790607,-0.316061620665538,-1.09050578151393,0,0,0,0,0,0
1069614575,-0.251538941158789,-0.962058265427892,0.200190935852441,0.00346701997167671,-0.788659655003797,0.165517263172731,-0.804064828399118,-1.1439006592959,-0.283801283711419,-0.312989769184951,-0.826228822754716,1.12544947777453,0.337081793013871,0.551084595992265,0.200462657040516,0.421220068318837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1093085567,-0.251538941158789,-0.0282730004497401,-0.291007077809679,-0.6459447447377,0.687270006413764,0.618002242207383,1.71226232647845,0.0480219770641999,0.327535986113156,-0.648537582897035,0.989894838711393,1.23725780824333,-1.90047510635052,1.00301884180085,-0.801904655117824,-0.746557739191547,0,0,0,0,0,0
1077390575,-0.251538941158789,-0.294059901833875,-0.834315468597164,1.09702120171464,0.365327650560041,0.582676570062318,0.193945104968688,0.410236833820276,-0.740349013679014,1.39283413368384,-0.826228822754716,-0.922547633066517,-0.253736815517377,-0.0117347579343462,-0.269430369862406,-0.682956526610599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1061981567,0.79437129945109,-1.07897704705953,0.200190935852441,0.899783639813371,-0.28712530944809,1.67576156608999,0.268602883196527,-0.210798455152551,1.92686602205999,-0.263090650707373,0.989894838711393,-0.190689218434021,-0.835053135239118,0.0205367313125061,-0.170651508753766,-0.682956526610599,0,0,0,0,0,0
1085166575,-0.697269980086421,1.38628349501711,-0.834315468597164,-0.925722456339139,-0.221428098815281,0.0178693393705376,-0.270533952700218,-0.688267114689322,0.132641040040141,0.718484741760182,-0.826228822754716,-1.49181501419409,-1.05496721532152,-0.420351265375996,-2.00065415530136,-1.35809760945815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1209725567,1.36061855874398,-1.36188205714012,-1.57292916967924,1.19169422892858,0.139366029085886,0.988633189065889,1.71226232647845,0.164706967165987,-1.11255317094954,-0.609738945584269,-0.282970734471837,1.33882687998851,1.08541659405807,0.18120349906333,0.750365175284704,0.571776564090447,0,0,0,1,0,0
